what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285888344
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285888417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285888462
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285890228
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285896873
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285896960
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285897006
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285898296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285904406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285904471
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285904516
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285905353
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285908461
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285908569
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285908608
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285909786
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1294285915307
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285918756
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1294285922862
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.export",1294285922877
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.export",1294285922877
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294285923659
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1294285924487
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1294285924721
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1294285932331
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1294285935096
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1294285946136
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1294285950605
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1294285969414
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1294285972237
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1294285980225
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1294285986378
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1294285986420
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1294286002441
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1294286018558
